id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
16043,45212,35222234,10.3389/fneur.2022.664710,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Modified Sensory Testing in Non-verbal Patients Receiving Novel Intrathecal Therapies for Neurological Disorders.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Modified Sensory Testing in Non-verbal Patients Receiving Novel Intrathecal Therapies for Neurological Disorders.
16047,45216,35204815,10.3390/biom12020315,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Insulin-Degrading Enzyme Is a Non Proteasomal Target of Carfilzomib and Affects the 20S Proteasome Inhibition by the Drug.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Insulin-Degrading Enzyme Is a Non Proteasomal Target of Carfilzomib and Affects the 20S Proteasome Inhibition by the Drug.
16048,45217,35189260,10.1016/j.jconrel.2022.02.022,toxicity,siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Dual-RNA controlled delivery system inhibited tumor growth by apoptosis induction and TME activation.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Dual-RNA controlled delivery system inhibited tumor growth by apoptosis induction and TME activation.
16049,45218,35168151,10.1016/j.ejmech.2022.114183,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Thiosugar naphthalene diimide conjugates: G-quadruplex ligands with antiparasitic and anticancer activity.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Thiosugar naphthalene diimide conjugates: G-quadruplex ligands with antiparasitic and anticancer activity.
16051,45220,35133835,10.1021/acs.jmedchem.1c01831,toxicity,ASO/siRNA,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: γ Peptide Nucleic Acid-Based miR-122 Inhibition Rescues Vascular Endothelial Dysfunction in Mice Fed a High-Fat Diet.",B,high_candidate,curator_rejected,reject,derived_annotations_only,γ Peptide Nucleic Acid-Based miR-122 Inhibition Rescues Vascular Endothelial Dysfunction in Mice Fed a High-Fat Diet.
16059,45228,34921016,10.1158/0008-5472.CAN-20-0948,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: ASO-Based PKM Splice-Switching Therapy Inhibits Hepatocellular Carcinoma Growth.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,ASO-Based PKM Splice-Switching Therapy Inhibits Hepatocellular Carcinoma Growth.
16060,45229,34915704,10.1021/acs.bioconjchem.1c00456,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Structural Modifications to the Internal Oligoguanidinium Transporter Uncover Two Potent Analogues that Effectively Deliver the Proapoptotic Peptide in Multiple Cancer Cell Lines.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Structural Modifications to the Internal Oligoguanidinium Transporter Uncover Two Potent Analogues that Effectively Deliver the Proapoptotic Peptide in Multiple Cancer Cell Lines.
16064,45233,34799047,10.1016/j.jcis.2021.11.019,toxicity,ASO,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Hybridized double-shell periodic mesoporous organosilica nanotheranostics for ultrasound imaging guided photothermal therapy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Hybridized double-shell periodic mesoporous organosilica nanotheranostics for ultrasound imaging guided photothermal therapy.
16068,45237,34711617,10.2967/jnumed.121.262123,toxicity,ASO/siRNA,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Affibody-Mediated PNA-Based Pretargeted Cotreatment Improves Survival of Trastuzumab-Treated Mice Bearing HER2-Expressing Xenografts.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Affibody-Mediated PNA-Based Pretargeted Cotreatment Improves Survival of Trastuzumab-Treated Mice Bearing HER2-Expressing Xenografts.
16077,45246,34948105,10.3390/ijms222413314,toxicity,siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Cell Penetrating Peptide-Based Self-Assembly for PD-L1 Targeted Tumor Regression.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Cell Penetrating Peptide-Based Self-Assembly for PD-L1 Targeted Tumor Regression.
16084,45253,34681893,10.3390/ijms222011233,toxicity,siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: The Role of Nrf2 Transcription Factor and Sp1-Nrf2 Protein Complex in Glutamine Transporter SN1 Regulation in Mouse Cortical Astrocytes Exposed to Ammonia.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,The Role of Nrf2 Transcription Factor and Sp1-Nrf2 Protein Complex in Glutamine Transporter SN1 Regulation in Mouse Cortical Astrocytes Exposed to Ammonia.
16086,45255,34677938,10.1021/acsnano.1c04456,toxicity,siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Nanoparticle-Mediated In Situ Molecular Reprogramming of Immune Checkpoint Interactions for Cancer Immunotherapy.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Nanoparticle-Mediated In Situ Molecular Reprogramming of Immune Checkpoint Interactions for Cancer Immunotherapy.
16089,45258,34566407,10.2147/DDDT.S325790,toxicity,ASO/siRNA,PubMed abstract sentence 10,safety;tolerability,"toxicity candidate; matched derived terms: safety, tolerability; source title: CpG Oligodeoxynucleotide Developed to Activate Primate Immune Responses Promotes Antitumoral Effects in Combination with a Neoantigen-Based mRNA Cancer Vaccine.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,CpG Oligodeoxynucleotide Developed to Activate Primate Immune Responses Promotes Antitumoral Effects in Combination with a Neoantigen-Based mRNA Cancer Vaccine.
16093,45262,34474856,10.1016/j.msec.2021.112305,toxicity,siRNA,PubMed abstract sentence 8,toxicity;toxic;hematological,"toxicity candidate; matched derived terms: toxicity, toxic, hematological; source title: Folate targeted hybrid lipo-polymeric nanoplexes containing docetaxel and miRNA-34a for breast cancer treatment.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Folate targeted hybrid lipo-polymeric nanoplexes containing docetaxel and miRNA-34a for breast cancer treatment.
16094,45263,34440222,10.3390/biomedicines9081018,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Vivo-Morpholino-Based Antiviral for SARS-CoV-2: Implications for Novel Therapies in the Treatment of Acute COVID-19 Disease.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Vivo-Morpholino-Based Antiviral for SARS-CoV-2: Implications for Novel Therapies in the Treatment of Acute COVID-19 Disease.
16096,45265,34378168,10.1007/s13311-021-01095-6,toxicity,ASO,PubMed abstract sentence 8,risk;adverse,"toxicity candidate; matched derived terms: risk, adverse; source title: Dravet Syndrome: Novel Approaches for the Most Common Genetic Epilepsy.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Dravet Syndrome: Novel Approaches for the Most Common Genetic Epilepsy.
16098,45267,34331779,10.1002/hep.32083,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic;hepatotoxicity,"toxicity candidate; matched derived terms: toxicity, toxic, hepatotoxicity; source title: Hepatic Mitochondrial SAB Deletion or Knockdown Alleviates Diet-Induced Metabolic Syndrome, Steatohepatitis, and Hepatic Fibrosis.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Hepatic Mitochondrial SAB Deletion or Knockdown Alleviates Diet-Induced Metabolic Syndrome, Steatohepatitis, and Hepatic Fibrosis."
16099,45268,34331650,10.1007/s11356-021-15695-4,toxicity,ASO,PubMed abstract sentence 1,toxic;renal,"toxicity candidate; matched derived terms: toxic, renal; source title: Ameliorative mechanisms of turmeric-extracted curcumin on arsenic (As)-induced biochemical alterations, oxidative damage, and impaired organ functions in rats.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"Ameliorative mechanisms of turmeric-extracted curcumin on arsenic (As)-induced biochemical alterations, oxidative damage, and impaired organ functions in rats."
16101,45270,34288499,10.1002/cmdc.202100409,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Synthesis and Antimicrobial Evaluation of Bis-morpholine Triazine Quaternary Ammonium Salts.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Synthesis and Antimicrobial Evaluation of Bis-morpholine Triazine Quaternary Ammonium Salts.
16105,45274,34258818,10.1002/jmr.2926,toxicity,ASO,PubMed abstract sentence 10,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: A molecular hybrid comprising AS1411 and PDGF-BB aptamer, cholesterol, and doxorubicin for inhibiting proliferation of SW480 cells.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"A molecular hybrid comprising AS1411 and PDGF-BB aptamer, cholesterol, and doxorubicin for inhibiting proliferation of SW480 cells."
16106,45275,34251414,10.1182/bloodadvances.2021004233,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Phase 3 randomized trial of chemotherapy with or without oblimersen in older AML patients: CALGB 10201 (Alliance).",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Phase 3 randomized trial of chemotherapy with or without oblimersen in older AML patients: CALGB 10201 (Alliance).
16110,45279,34214617,10.1016/j.biochi.2021.06.013,offtarget,siRNA,PubMed abstract sentence 5,off-target;silencing,"offtarget candidate; matched derived terms: off-target, silencing; source title: The knockdown efficiency of telomere associated genes with specific methodology in a zebrafish cell line.",B,high_candidate,curator_rejected,reject,derived_annotations_only,The knockdown efficiency of telomere associated genes with specific methodology in a zebrafish cell line.
16111,45280,34214617,10.1016/j.biochi.2021.06.013,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: The knockdown efficiency of telomere associated genes with specific methodology in a zebrafish cell line.",B,high_candidate,curator_rejected,reject,derived_annotations_only,The knockdown efficiency of telomere associated genes with specific methodology in a zebrafish cell line.
16112,45281,34186297,10.1016/j.saa.2021.120100,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: A morpholino hydrazone-based lysosome-targeting fluorescent probe with fast response and high sensitivity for imaging peroxynitrite in living cells.",B,high_candidate,curator_rejected,reject,derived_annotations_only,A morpholino hydrazone-based lysosome-targeting fluorescent probe with fast response and high sensitivity for imaging peroxynitrite in living cells.
16117,45286,34147573,10.1016/j.jconrel.2021.06.022,toxicity,siRNA,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Down-regulation of TNF-α via macrophage-targeted RNAi system for the treatment of acute inflammatory sepsis.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Down-regulation of TNF-α via macrophage-targeted RNAi system for the treatment of acute inflammatory sepsis.
16119,45288,34145432,10.1038/s41573-021-00219-z,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Noncoding RNA therapeutics - challenges and potential solutions.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Noncoding RNA therapeutics - challenges and potential solutions.
16126,45295,34062235,10.1016/j.bbagen.2021.129938,toxicity,siRNA,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Short interfering RNA delivered by a hybrid nanoparticle targeting VEGF: Biodistribution and anti-tumor effect.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Short interfering RNA delivered by a hybrid nanoparticle targeting VEGF: Biodistribution and anti-tumor effect.
16127,45296,34055230,10.1021/acsmedchemlett.1c00079,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Design and Catalyzed Activation of Mycophenolic Acid Prodrugs.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Design and Catalyzed Activation of Mycophenolic Acid Prodrugs.
16130,45299,34027284,10.1002/rth2.12509,toxicity,ASO,PubMed abstract sentence 2,safety;renal,"toxicity candidate; matched derived terms: safety, renal; source title: Antithrombotics and new interventions for venous thromboembolism: Exploring possibilities beyond factor IIa and factor Xa inhibition.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Antithrombotics and new interventions for venous thromboembolism: Exploring possibilities beyond factor IIa and factor Xa inhibition.
16135,45304,33954091,10.3390/pr9020356,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Overview and Update on Methods for Cargo Loading into Extracellular Vesicles.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Overview and Update on Methods for Cargo Loading into Extracellular Vesicles.
16137,45306,33953843,10.18632/oncotarget.27933,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Creation of a new class of radiosensitizers for glioblastoma based on the mibefradil pharmacophore.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Creation of a new class of radiosensitizers for glioblastoma based on the mibefradil pharmacophore.
16138,45307,33937351,10.3389/fcvm.2021.571076,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Unresolved Issues in RNA Therapeutics in Vascular Diseases With a Focus on Aneurysm Disease.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Unresolved Issues in RNA Therapeutics in Vascular Diseases With a Focus on Aneurysm Disease.
16139,45308,33887477,10.1016/j.cbpc.2021.109053,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Anisomycin induces hair cell death and blocks supporting cell proliferation in zebrafish lateral line neuromast.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Anisomycin induces hair cell death and blocks supporting cell proliferation in zebrafish lateral line neuromast.
16152,45321,33742144,10.1038/s41416-021-01297-x,toxicity,ASO/siRNA,PubMed abstract sentence 11,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Development of a rational strategy for integration of lactate dehydrogenase A suppression into therapeutic algorithms for head and neck cancer.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Development of a rational strategy for integration of lactate dehydrogenase A suppression into therapeutic algorithms for head and neck cancer.
16159,45328,33544849,10.1093/nar/gkab047,toxicity,ASO,PubMed abstract sentence 1,toxic;safety,"toxicity candidate; matched derived terms: toxic, safety; source title: Site-specific incorporation of 5'-methyl DNA enhances the therapeutic profile of gapmer ASOs.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Site-specific incorporation of 5'-methyl DNA enhances the therapeutic profile of gapmer ASOs.
16161,45330,33472516,10.1080/15476286.2021.1874161,toxicity,ASO,PubMed abstract sentence 10,toxicity;toxic;renal,"toxicity candidate; matched derived terms: toxicity, toxic, renal; source title: Molecular correction of Duchenne muscular dystrophy by splice modulation and gene editing.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Molecular correction of Duchenne muscular dystrophy by splice modulation and gene editing.
16163,45332,33337582,10.15252/emmm.202012993,toxicity,ASO,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: MOTS-c promotes phosphorodiamidate morpholino oligomer uptake and efficacy in dystrophic mice.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,MOTS-c promotes phosphorodiamidate morpholino oligomer uptake and efficacy in dystrophic mice.
16166,45335,33188937,10.1016/j.ymthe.2020.11.008,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Pharmacokinetics and Proceedings in Clinical Application of Nucleic Acid Therapeutics.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Pharmacokinetics and Proceedings in Clinical Application of Nucleic Acid Therapeutics.
16168,45337,33085127,10.1002/jat.4059,toxicity,ASO/siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Aconitine disrupts serotonin neurotransmission via 5-hydroxytryptamine receptor in zebrafish embryo.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Aconitine disrupts serotonin neurotransmission via 5-hydroxytryptamine receptor in zebrafish embryo.
16169,45338,32935160,10.1007/s00415-020-10223-9,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic;safety;adverse,"toxicity candidate; matched derived terms: toxicity, toxic, safety, adverse; source title: Nusinersen treatment significantly improves hand grip strength, hand motor function and MRC sum scores in adult patients with spinal muscular atrophy types 3 and 4.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"Nusinersen treatment significantly improves hand grip strength, hand motor function and MRC sum scores in adult patients with spinal muscular atrophy types 3 and 4."
16172,45341,32599652,10.1002/cpt.1974,toxicity,ASO/siRNA,PubMed abstract sentence 6,safety;adverse,"toxicity candidate; matched derived terms: safety, adverse; source title: Single-Dose Pharmacokinetics and Pharmacodynamics of Transthyretin Targeting N-acetylgalactosamine-Small Interfering Ribonucleic Acid Conjugate, Vutrisiran, in Healthy Subjects.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Single-Dose Pharmacokinetics and Pharmacodynamics of Transthyretin Targeting N-acetylgalactosamine-Small Interfering Ribonucleic Acid Conjugate, Vutrisiran, in Healthy Subjects."
16175,45344,35515636,10.1039/d0ra01435d,toxicity,ASO/siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: A highly sensitive, selective and renewable carbon paste electrode based on a unique acyclic diamide ionophore for the potentiometric determination of lead ions in polluted water samples.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"A highly sensitive, selective and renewable carbon paste electrode based on a unique acyclic diamide ionophore for the potentiometric determination of lead ions in polluted water samples."
16180,45349,33091667,10.1016/j.bioorg.2020.104344,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic;risk,"toxicity candidate; matched derived terms: toxicity, toxic, risk; source title: Identification of a potent and selective phosphatidylinositol 3-kinase δ inhibitor for the treatment of non-Hodgkin's lymphoma.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Identification of a potent and selective phosphatidylinositol 3-kinase δ inhibitor for the treatment of non-Hodgkin's lymphoma.
16188,45357,32958829,10.1038/s41598-020-71708-1,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Deletion of morpholino binding sites (DeMOBS) to assess specificity of morphant phenotypes.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Deletion of morpholino binding sites (DeMOBS) to assess specificity of morphant phenotypes.
16197,45366,32805488,10.1016/j.omtn.2020.07.008,toxicity,ASO,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: MYC ASO Impedes Tumorigenesis and Elicits Oncogene Addiction in Autochthonous Transgenic Mouse Models of HCC and RCC.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,MYC ASO Impedes Tumorigenesis and Elicits Oncogene Addiction in Autochthonous Transgenic Mouse Models of HCC and RCC.
16198,45367,32799680,10.1089/hum.2020.137,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Treating Cystic Fibrosis with mRNA and CRISPR.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Treating Cystic Fibrosis with mRNA and CRISPR.
16204,45373,32437399,10.1371/journal.pone.0233466,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Delivery of thymoquinone to cancer cells with as1411-conjugated nanodroplets.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Delivery of thymoquinone to cancer cells with as1411-conjugated nanodroplets.
16205,45374,32415122,10.1038/s41467-020-16248-y,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Synergistic lipid compositions for albumin receptor mediated delivery of mRNA to the liver.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Synergistic lipid compositions for albumin receptor mediated delivery of mRNA to the liver.
16207,45376,32384158,10.1093/toxsci/kfaa063,toxicity,ASO/siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Aryl Hydrocarbon Receptor Mediates Larval Zebrafish Fin Duplication Following Exposure to Benzofluoranthenes.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Aryl Hydrocarbon Receptor Mediates Larval Zebrafish Fin Duplication Following Exposure to Benzofluoranthenes.
16214,45383,32005803,10.1038/s41467-020-14349-2,toxicity,ASO,PubMed abstract sentence 8,safety;tolerability,"toxicity candidate; matched derived terms: safety, tolerability; source title: Preclinical development of a miR-132 inhibitor for heart failure treatment.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Preclinical development of a miR-132 inhibitor for heart failure treatment.
16216,45385,31883987,10.1016/j.fct.2019.111081,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Detection of zearalenone in an aptamer assay using attenuated internal reflection ellipsometry and it's cereal sample applications.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Detection of zearalenone in an aptamer assay using attenuated internal reflection ellipsometry and it's cereal sample applications.
16220,45389,31812480,10.1016/j.jhazmat.2019.121720,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Selenomethionine exposure affects chondrogenic differentiation and bone formation in Japanese medaka (Oryzias latipes).",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Selenomethionine exposure affects chondrogenic differentiation and bone formation in Japanese medaka (Oryzias latipes).
16221,45390,31809673,10.1080/07391102.2019.1701554,toxicity,ASO/siRNA,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Molecular dynamics and computational study of Mannich-based coumarin derivatives: potent tyrosine kinase inhibitor.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Molecular dynamics and computational study of Mannich-based coumarin derivatives: potent tyrosine kinase inhibitor.
16223,45392,31787235,10.1016/j.bbrc.2019.11.096,toxicity,ASO/siRNA,PubMed abstract sentence 6,toxicity;toxic;renal,"toxicity candidate; matched derived terms: toxicity, toxic, renal; source title: miR-150 inhibitor ameliorates adriamycin-induced focal segmental glomerulosclerosis.",B,high_candidate,curator_rejected,reject,derived_annotations_only,miR-150 inhibitor ameliorates adriamycin-induced focal segmental glomerulosclerosis.
16224,45393,31698196,10.1016/j.ecoenv.2019.109673,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Seasonal variations in the dose-response relationship of acetylcholinesterase activity in freshwater fish exposed to chlorpyrifos and glyphosate.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Seasonal variations in the dose-response relationship of acetylcholinesterase activity in freshwater fish exposed to chlorpyrifos and glyphosate.
16227,45396,30753594,10.1093/ndt/gfz013,toxicity,siRNA,PubMed abstract sentence 9,safety;risk,"toxicity candidate; matched derived terms: safety, risk; source title: New agents to reduce cholesterol levels: implications for nephrologists.",B,high_candidate,curator_rejected,reject,derived_annotations_only,New agents to reduce cholesterol levels: implications for nephrologists.
16228,45397,32038525,10.3389/fmicb.2019.03031,toxicity,ASO/siRNA,PubMed abstract sentence 18,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Development of a Sensitive Escherichia coli Bioreporter Without Antibiotic Markers for Detecting Bioavailable Copper in Water Environments.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Development of a Sensitive Escherichia coli Bioreporter Without Antibiotic Markers for Detecting Bioavailable Copper in Water Environments.
16230,45399,31683630,10.3390/ijms20215434,toxicity,ASO,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Removal of the Polyglutamine Repeat of Ataxin-3 by Redirecting pre-mRNA Processing.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Removal of the Polyglutamine Repeat of Ataxin-3 by Redirecting pre-mRNA Processing.
16231,45400,31629961,10.1016/j.omtn.2019.09.012,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Hexose Potentiates Peptide-Conjugated Morpholino Oligomer Efficacy in Cardiac Muscles of Dystrophic Mice in an Age-Dependent Manner.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Hexose Potentiates Peptide-Conjugated Morpholino Oligomer Efficacy in Cardiac Muscles of Dystrophic Mice in an Age-Dependent Manner.
16234,45403,31556592,10.1021/acsami.9b14324,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Synthetic α-l-Threose Nucleic Acids Targeting BcL-2 Show Gene Silencing and in Vivo Antitumor Activity for Cancer Therapy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Synthetic α-l-Threose Nucleic Acids Targeting BcL-2 Show Gene Silencing and in Vivo Antitumor Activity for Cancer Therapy.
16235,45404,31495875,10.1093/nar/gkz771,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Kinetic and subcellular analysis of PS-ASO/protein interactions with P54nrb and RNase H1.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Kinetic and subcellular analysis of PS-ASO/protein interactions with P54nrb and RNase H1.
16239,45408,31234313,10.3390/molecules24122297,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Bridged Nucleic Acids Reloaded.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Bridged Nucleic Acids Reloaded.
16241,45410,31036929,10.1038/s41587-019-0106-2,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic;hepatotoxicity,"toxicity candidate; matched derived terms: toxicity, toxic, hepatotoxicity; source title: Chemical modification of PS-ASO therapeutics reduces cellular protein-binding and improves the therapeutic index.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Chemical modification of PS-ASO therapeutics reduces cellular protein-binding and improves the therapeutic index.
16243,45412,30552932,10.1016/j.taap.2018.12.009,toxicity,ASO,PubMed abstract sentence 10,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Alternative splicing of the vitamin D receptor modulates target gene expression and promotes ligand-independent functions.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Alternative splicing of the vitamin D receptor modulates target gene expression and promotes ligand-independent functions.
16246,45415,30465822,10.1016/j.jconrel.2018.11.015,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Drug-free albumin-triggered sensitization of cancer cells to anticancer drugs.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Drug-free albumin-triggered sensitization of cancer cells to anticancer drugs.
16247,45416,30462579,10.1091/mbc.E18-07-0460,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: ErbB4 tyrosine kinase inhibition impairs neuromuscular development in zebrafish embryos.",B,high_candidate,curator_rejected,reject,derived_annotations_only,ErbB4 tyrosine kinase inhibition impairs neuromuscular development in zebrafish embryos.
